InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 years,TenureGroup_2-4 years,TenureGroup_4+ years,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,CLV,AvgMonthlySpend,ServiceCount,HasInternet,HasPhone,HasPremiumServices,HasStreaming,ContractRisk,PaymentRisk,IsNewCustomer,SeniorNoSupport,HighValueCustomer,ChargeTenureRatio
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1188008067964355,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1669118660402181,-0.8826164634250809,-0.8780170554472955,-0.36675256689650176,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48992548814204295
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.1188008067964355,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5153389433808665,-0.9068814706892347,-0.901067346844556,-0.6677058986232431,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2883969472450542
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2409180113122174,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46390447005915153,-0.9549288178036082,-0.9647739617348895,-0.5939641690590959,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.296039651729998
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.10115743583158582,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.08860132400959055,-0.13125687592464852,-0.11911365201558319,0.1735783040450786,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4086255760785398
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.14307697319997809,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0111034906829266,0.5155174587473736,0.4983707255293173,1.1327557555809897,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.36282295041795626
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9164859351332638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1367174442137754,0.677167163559567,0.6579006946568341,0.30730204071673717,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5177514899042776
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06045170099299184,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6576988836659831,0.1378082679158427,0.14398895979029117,0.7334549905213527,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3547550003854248
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.1825689055087738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.9633166142474143,-0.5816952702649228,-0.5681772337511662,-0.8369862832862768,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.5171877489119725
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6710377235719016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5257774676687466,-0.8655256490862239,-0.8763925587202505,-1.3055790622570251,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5313782546894191
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0780950719578415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4859572302583868,-0.9516598430455984,-0.9564319515149285,-1.3245398493061091,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.32825296905062945
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.22327464034736777,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.695859944517578,-0.034767271993591815,0.008782536251502805,0.6557579520572832,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.30645498401483273
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0386031396490458,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3150620447055927,-0.3619938392131716,-0.3652468588213788,-1.1173187568395184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6103650427310561
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.6084834273893616,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.326347036848275,2.3840765940825652,2.3065672986812786,1.5255542220306741,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.49426471034419023
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1825689055087738,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.9682941439237093,-0.587070430101919,-0.570021257062947,-0.8507794303099817,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5177833997717665
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.30589991255435406,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.667653943018573,0.463499075181995,0.4841454028384365,0.7392140928370117,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4208618037724314
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4743429943470319,-0.9999265844390328,-1.0005128897298803,-1.598593193231907,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5206345991358698
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1188008067964355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5000771105833088,-0.8279214696551572,-0.8338922119153966,0.31161692315301553,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8757086950019929
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14169497389007057,-0.978557581658485,-0.9791310003766119,-0.8034886405144221,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.3247602967596843
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8338606629262776,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.3396204493183947,-0.4491811257120391,-0.45472589475969705,1.2708664214401975,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2730423917481409
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1188008067964355,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.034331962505636,-0.809975017627962,-0.7985484317729304,0.534202660361401,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.1847191243773754
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5677776925507676,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7024966507526377,1.64394999367006,1.6744624505929722,0.8086252960272406,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5220356850764073
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2002122764736234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39886734049864436,-0.9087024432054416,-0.908158055531523,-0.06879244190483652,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5556276055996905
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10115743583158582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5025489958460367,-0.7211422740361364,-0.7506916363005228,-1.242463035884379,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5867508025487814
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.30468611002455576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4842980536996218,-0.7860610412103057,-0.7877916291208755,-1.295421120848396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5702770409284887
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7943687306174818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3399496930870676,-0.42487223959207304,-0.4490182035565658,-1.113231629068694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6064042597672896
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5501343215859179,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.495583045842304,1.1300847132532315,1.212095557822399,1.4534702916870905,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.390225401817997
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9559778674420595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18483356441796028,-0.7465700709793139,-0.7309342436742995,0.019044570284487188,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.15212526720994765
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5489205190561197,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7273842991341125,-0.32248092955427354,-0.28500989210043853,0.6208423898566944,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.15966817534925062
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8338606629262776,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5153389433808665,-0.7405367283051346,-0.7492427608412664,-0.39695674395045155,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.2221420230273171
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5094285867473239,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.1206091435614158,0.9769475064686075,0.9405411725041959,1.2793573362587627,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4126553393286939
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.14307697319997809,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.313073624378155,0.6079921473716129,0.6422045438482232,1.3187464148686419,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.33450002034594706
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.22448844287716607,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0011484313303363,0.6107345758598762,0.5771368641325276,1.1572082915698254,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.37893565704387533
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5174815848749215,-1.0004970095645918,-1.0010836588501935,-1.6198177500806283,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4457811410884169
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.9152721326034655,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.113972437326356,-0.5535689236892943,-0.5770461077744932,1.1472410843998775,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.37145113379654066
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.7931549280876836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6679831867872458,-0.7635511881786404,-0.7538089138037714,-0.6290274479557015,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2912375227634275
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5896262538947137,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5664441729339085,-0.3834505997053438,-0.3614710015639228,0.516472564964156,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1627441372892572
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18378270803857208,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.6480730680820658,-0.30988769793616844,-0.2719919656256047,-0.5643471761015011,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.522161956092007
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.1188008067964355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4793205240233267,-0.9553895457896364,-0.9648398197103103,-1.269340452373537,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2691653492366144
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8745663977648716,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33250027814804467,-0.6510896807319381,-0.6475360941331633,0.2857665013500855,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05951810436918861
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.2828375486806096,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.135541732590301,1.698930200002763,1.7765423124951267,1.1668535339720847,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.484084834206392
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3112602266527725,-0.984547045476852,-0.9851240761398995,-1.0263464874259964,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.538798987261428
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.18378270803857208,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9148712502745568,0.5151664279008761,0.4931459928126049,1.051382955179907,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.37942520005819996
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.631545791263106,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.3379612727596297,1.183924069334817,1.2085831324666259,1.3970014433211448,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.4123896660082061
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.5082147842175256,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9828974891839214,-0.17537706544382886,-0.1792639362331964,1.0205015727744127,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.14125641817750526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2639803751859618,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15165003324266044,-0.21908040583279326,-0.2161444024688133,0.24364996617876222,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.3633186305128266
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.10115743583158582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5108448786398618,-0.7550825690068833,-0.75398453507156,-1.3239379476585027,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5876795055022237
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4863662228735797,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06537285218688103,0.9998083903467704,1.0171998558939426,0.20218217509345443,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5496875943954024
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.2421318138420157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8120023036311275,1.4472630224918142,1.463321781394066,0.9226647719479946,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.49888389436621755
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1188008067964355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5125040551986266,-0.9536124521292417,-0.9670350855576685,-1.2472995664152495,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2883585436077562
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.26519417771576004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4760021709057967,-0.6622787889640525,-0.6593466243919502,-1.2883881315967487,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6008717309558723
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.1595065416350294,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.2201597370873154,-0.8489613810171134,-0.8309066503629896,0.44745408698483213,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.6825905863647932
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.1200146093262338,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.2019087949409006,1.6533839476696857,1.6551002058192736,1.3145776025882432,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.46879030282302264
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.5489205190561197,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.273253386967795,-0.12577201894812187,-0.1477838239820805,1.3527630694937551,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.06494976112766586
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8745663977648716,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.2301147964399053,-0.5063552748353529,-0.5168958235568798,1.183320357318129,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.31910605823888116
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.06045170099299184,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.1620885575305409,0.3893438088593547,0.3508708132453233,1.3184058180948872,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.30005439642767073
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.10115743583158582,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.642766294637098,0.061108027956093984,0.10085198588970352,0.635357248088723,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3465882187885912
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8350744654560759,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3382905165283026,-0.44771118404233,-0.43707595734693744,-1.1598918828687348,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6072854567415621
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1188008067964355,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8103431270723621,-0.8063330725955483,-0.813366476242598,0.5793728710907312,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0551650623721682
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7536629957788878,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4868036981131887,0.7351311320875006,0.7728667670829803,0.5626067270711791,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4834647463882475
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5677776925507676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8086839505135972,1.7943447719664205,1.7742153306969268,0.9640679639738055,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5169174999107695
